"","EventId","DER_mass_MMC","DER_mass_transverse_met_lep","DER_mass_vis","DER_pt_h","DER_deltaeta_jet_jet","DER_mass_jet_jet","DER_prodeta_jet_jet","DER_deltar_tau_lep","DER_pt_tot","DER_sum_pt","DER_pt_ratio_lep_tau","DER_met_phi_centrality","DER_lep_eta_centrality","PRI_tau_pt","PRI_tau_eta","PRI_tau_phi","PRI_lep_pt","PRI_lep_eta","PRI_lep_phi","PRI_met","PRI_met_phi","PRI_met_sumet","PRI_jet_num","PRI_jet_leading_pt","PRI_jet_leading_eta","PRI_jet_leading_phi","PRI_jet_subleading_pt","PRI_jet_subleading_eta","PRI_jet_subleading_phi","PRI_jet_all_pt","Weight","Signal"
"EventId",1,0.00174110677110148,0.000300425486657147,0.0017111545559724,-9.98324377394199e-05,0.00419496689455423,0.00320596735656388,-0.00490042587349139,0.00239252355746306,-0.00207264476267698,0.00115430625944471,0.00265690424550144,-6.43845756958265e-05,0.00286153360567491,0.00175040702452663,0.000919780421097017,-0.000749500070052544,0.00418837677144253,0.00287707143053633,-0.00064337826492139,-0.000387674978406291,-0.00161427345668961,-0.000186862063648842,-0.00344168739563413,0.002636106399817,0.0112503738189393,0.00440847547398361,-0.000405769083796723,-0.00407858677394751,0.00388368443898025,-0.000205227641560565,-0.00198190032393931,0.00299369765008433
"DER_mass_MMC",0.00174110677110148,1,0.242854502103137,0.890238586725895,0.0145446653498572,-0.0274674323688774,-0.021716331380399,0.0186208901307561,0.523166051091854,0.0183763810019721,0.0851716150379708,0.0721513897372842,-0.0174766930535659,-0.0339553919177195,0.173614123476298,-0.000423623199789121,-0.00327317068258625,0.24733046401742,0.00392642342022293,-0.000781276722288258,0.0805189741632673,-0.000815728046947004,0.0586754302612742,0.00406375285548686,-0.00935405940991704,0.00662355457369432,0.00237649411702235,-0.0161144357534808,0.00497938660700792,-0.00191386676340418,-0.0109203667137724,0.165824884907916,0.0180189255512233
"DER_mass_transverse_met_lep",0.000300425486657147,0.242854502103137,1,0.291219510924368,-0.181702376875258,-0.133691172975447,-0.139195002199869,0.12231740768839,0.192581621085579,0.096681015487499,-0.015901611484206,0.257278967241574,-0.336710952570092,-0.11125481217413,-0.074142754939476,0.0053636085458272,0.000752039861336541,0.264335745403585,-0.00173233612706105,0.00218978117441121,-0.0643605059374931,-0.0111250870822993,-0.0166015311434468,0.0497849317037484,-0.115591551376116,0.001149284233123,0.00261824214876171,-0.0382401951894039,0.000259801736801396,0.00418452605485524,-0.0690868927720146,0.347420707139041,-0.23834300602841
"DER_mass_vis",0.0017111545559724,0.890238586725895,0.291219510924368,1,-0.114410713511101,-0.0392515282707567,-0.0576774354440248,0.0339749619780461,0.553544005458714,0.000996239453905457,0.0550579383068457,0.156728859046033,-0.185631321979775,-0.0511464587651063,0.1860473634078,-0.00160499927300737,-0.00320826903621019,0.360265577944941,0.00548615957331169,-0.000917217047690582,-0.18739930211383,-0.00391309783955881,0.0208671322471975,-0.00807286804016468,-0.0942752329866878,0.0071998592290669,0.000518334660697657,-0.0553527464802598,0.00472635480009416,-0.00277783071146386,-0.0805669733544417,0.238975043007334,-0.0320272720555837
"DER_pt_h",-9.98324377394199e-05,0.0145446653498572,-0.181702376875258,-0.114410713511101,1,-0.0406805139410429,0.188587485167504,-0.0221867291029516,-0.671188576103081,0.157942374045659,0.722993560817343,0.0962237168616548,0.359481722760301,0.01294681570302,0.455123313782305,-0.00953187367867461,0.00797909622553863,0.400281852643762,-0.00792154575025258,-0.005456861893181,0.781115591172473,0.0058367731204654,0.65077426243894,0.13770359188855,0.749834294996744,0.00445250233986001,0.00263613250348928,0.357043518313314,-3.07505452821626e-06,-0.00693637640992761,0.638244646056486,-0.200072191076189,0.135236818309851
"DER_deltaeta_jet_jet",0.00419496689455423,-0.0274674323688774,-0.133691172975447,-0.0392515282707567,-0.0406805139410429,1,0.79754477941486,-0.839442041714504,0.0380401842505766,-0.178954427655812,-0.113623139712263,-0.0839970104636037,0.0995671137614818,0.646515637178252,0.0113122530269972,-0.00462260924744695,-0.00321234890711218,-0.0848676143989304,-0.00695716250723531,0.00105784434398124,-0.0461099008080841,-0.00325117601501076,-0.145964174649372,-0.17962628271925,-0.051430089132275,-0.00139704535975227,-0.00158721057312837,-0.0973439633474604,-0.00393307533035801,0.000938115051915072,-0.117166018225284,-0.282765403989686,0.321999461825866
"DER_mass_jet_jet",0.00320596735656388,-0.021716331380399,-0.139195002199869,-0.0576774354440248,0.188587485167504,0.79754477941486,1,-0.765984049817175,-0.119590034435799,-0.0698056099333942,0.223190694263904,-0.0489019414353597,0.144492905522908,0.478742007024238,0.109639638401111,-0.00560597222676728,0.00111881982988129,0.0199184353249137,-0.00293744605882937,-0.00406591720842798,0.143080527390591,0.00136289088076149,0.163654993581895,-0.077328724336393,0.276658727636694,0.000135986613777548,0.000656090507542224,0.229003131884195,-0.00344942770727234,-0.00172427397622071,0.233043954874625,-0.274672793539607,0.307144400740171
"DER_prodeta_jet_jet",-0.00490042587349139,0.0186208901307561,0.12231740768839,0.0339749619780461,-0.0221867291029516,-0.839442041714504,-0.765984049817175,1,0.00735259740424881,0.133264964487313,0.0230922845032621,0.0609755050605966,-0.106088386330686,-0.563577844006336,-0.0352512066873115,0.00480956866054015,0.00189396099752808,0.0422232403835597,0.00506732336317626,-0.00140402165770466,-0.00182274007781708,0.00242561909778248,0.053059390962261,0.127990887505985,-0.0188048829330699,-0.00408043288681907,-0.00297115140565785,0.00920537342887322,-0.00321806929952424,0.00250066025486057,0.0262019664799283,0.248577383229532,-0.288240711992175
"DER_deltar_tau_lep",0.00239252355746306,0.523166051091854,0.192581621085579,0.553544005458714,-0.671188576103081,0.0380401842505766,-0.119590034435799,0.00735259740424881,1,-0.115124582980747,-0.454069714244893,0.087255131109197,-0.25285352990189,-0.0112793966822139,-0.323776471298071,0.00605619991646812,-0.0114868042535437,-0.130996648449947,0.00688066299978799,0.00351066647085121,-0.41948302889072,-0.00036851635450738,-0.424337390136621,-0.11301141802398,-0.484731416144488,0.000998401818455565,0.00235680195181435,-0.24363441674471,0.00317719835678145,0.00649428883928134,-0.422458648591346,0.221993596085207,-0.0227170346694221
"DER_pt_tot",-0.00207264476267698,0.0183763810019721,0.096681015487499,0.000996239453905457,0.157942374045659,-0.178954427655812,-0.0698056099333942,0.133264964487313,-0.115124582980747,1,0.415403326981123,0.0545962810446406,-0.0419543945169566,-0.14604600844952,0.0510990238774884,0.0011340741736537,0.0074783033595047,0.0959829323627002,0.000859143876013615,-0.0083992426946782,0.15648650191556,-0.000940939004330738,0.458993031311867,0.602181284933833,0.194337509653938,-0.00911998487877456,0.00455972939202049,0.330963526188711,-0.000433481465589166,-0.00537646013923145,0.459996360778779,-0.0203581599616133,-0.19649420264827
"DER_sum_pt",0.00115430625944471,0.0851716150379708,-0.015901611484206,0.0550579383068457,0.722993560817343,-0.113623139712263,0.223190694263904,0.0230922845032621,-0.454069714244893,0.415403326981123,1,0.127225020818137,0.134746297491586,-0.0450419105836388,0.463023304428728,-0.00695016821047915,0.00469850304409601,0.448258364269024,-0.00366402795914087,-0.00599078952467296,0.492208623554856,0.00312048322459043,0.907906944778639,0.399454950580532,0.880485784389282,0.00320482674030558,0.00357467792397182,0.729512023428711,-0.0014569167612259,-0.00726214537020925,0.956422050754809,-0.139151893580919,-0.020383035367643
"DER_pt_ratio_lep_tau",0.00265690424550144,0.0721513897372842,0.257278967241574,0.156728859046033,0.0962237168616548,-0.0839970104636037,-0.0489019414353597,0.0609755050605966,0.087255131109197,0.0545962810446406,0.127225020818137,1,-0.0805194233733829,-0.0574587341991434,-0.468532317255292,0.00312466705225187,0.00211465007975785,0.751719770077514,0.00239686891013706,-0.00288831872446654,0.0016650061386954,0.00167152357573841,0.0584399822647075,0.0541713267405462,0.0771733102013233,-0.000401804780420673,0.000974577064377149,0.0457255226815804,0.00390030705379642,0.00417064584764008,0.0815113172736104,0.234391979696513,-0.145742669984177
"DER_met_phi_centrality",-6.43845756958265e-05,-0.0174766930535659,-0.336710952570092,-0.185631321979775,0.359481722760301,0.0995671137614818,0.144492905522908,-0.106088386330686,-0.25285352990189,-0.0419543945169566,0.134746297491586,-0.0805194233733829,1,0.100064787457508,0.066141573881686,-0.00742330091190922,-0.00344413771235572,-0.0359409395291367,-0.00615200250688016,-0.0048764819557324,0.255123968892454,0.00675879943734163,0.113552750079403,-0.0104215696403776,0.207591075302761,0.00644943451525089,0.00381947673909168,0.0825904384464522,-0.003289590646422,-0.013360267958384,0.153462493199243,-0.2950272758081,0.226196635576667
"DER_lep_eta_centrality",0.00286153360567491,-0.0339553919177195,-0.11125481217413,-0.0511464587651063,0.01294681570302,0.646515637178252,0.478742007024238,-0.563577844006336,-0.0112793966822139,-0.14604600844952,-0.0450419105836388,-0.0574587341991434,0.100064787457508,1,0.033559315557143,-0.00197006194435941,-0.00349817863955012,-0.037583998341934,-0.00327599805237086,0.00114950707529788,-0.00194282733553145,0.00229373194145938,-0.0753943280036557,-0.136536719899959,-0.00288727673834076,0.00158366715090806,-0.00057605626023487,-0.032130877871209,0.00214616591489224,-0.00290849910239262,-0.0533660923583768,-0.248534468442569,0.308076247103999
"PRI_tau_pt",0.00175040702452663,0.173614123476298,-0.074142754939476,0.1860473634078,0.455123313782305,0.0113122530269972,0.109639638401111,-0.0352512066873115,-0.323776471298071,0.0510990238774884,0.463023304428728,-0.468532317255292,0.066141573881686,0.033559315557143,1,-0.00578313172423615,0.00222162045261776,0.000107127961565488,-0.00448826456699083,0.00100580543871776,0.144710407028188,-7.51869711014017e-05,0.434290673317301,0.034800537961182,0.347779153353306,0.00423335195171929,0.00259383978097494,0.149397093178211,-0.00180185632949334,-0.00746556611947072,0.282715657714752,-0.18184141194474,0.153046694653525
"PRI_tau_eta",0.000919780421097017,-0.000423623199789121,0.0053636085458272,-0.00160499927300737,-0.00953187367867461,-0.00462260924744695,-0.00560597222676728,0.00480956866054015,0.00605619991646812,0.0011340741736537,-0.00695016821047915,0.00312466705225187,-0.00742330091190922,-0.00197006194435941,-0.00578313172423615,1,-0.00194929232811959,-0.00454110354487081,0.605085144795759,0.0021837408805757,-0.00294641893731583,0.00316413408307897,-0.00534452829793254,-0.000864751055763395,-0.00601747865880678,0.190352250896576,-0.00149691262021694,-0.00378987165417439,0.155719209775868,0.00143161704641392,-0.00556532673091052,0.00767716491241228,-0.0107904836694546
"PRI_tau_phi",-0.000749500070052544,-0.00327317068258625,0.000752039861336541,-0.00320826903621019,0.00797909622553863,-0.00321234890711218,0.00111881982988129,0.00189396099752808,-0.0114868042535437,0.0074783033595047,0.00469850304409601,0.00211465007975785,-0.00344413771235572,-0.00349817863955012,0.00222162045261776,-0.00194929232811959,1,0.00121682707903023,-3.73594678127494e-05,-0.0605365916255491,0.0072609620482465,0.166726413654706,0.00372555165182915,-0.00492474253903647,0.00531376868310344,0.00690051129223785,-0.220155579734292,0.00402004965462249,0.00182066568065028,-0.107229235742315,0.0047175769016897,0.00402369059675219,-0.00200326740636637
"PRI_lep_pt",0.00418837677144253,0.24733046401742,0.264335745403585,0.360265577944941,0.400281852643762,-0.0848676143989304,0.0199184353249137,0.0422232403835597,-0.130996648449947,0.0959829323627002,0.448258364269024,0.751719770077514,-0.0359409395291367,-0.037583998341934,0.000107127961565488,-0.00454110354487081,0.00121682707903023,1,-0.00498967710058863,-0.00101130511852743,0.110544298977511,0.000699263817073288,0.336482360053727,0.0820241422847028,0.30937396052357,0.00331048483999323,0.00145202052537319,0.150411237765217,0.00173092988187846,0.00059781826320968,0.27311238758898,0.111148424328939,-0.04726620384871
"PRI_lep_eta",0.00287707143053633,0.00392642342022293,-0.00173233612706105,0.00548615957331169,-0.00792154575025258,-0.00695716250723531,-0.00293744605882937,0.00506732336317626,0.00688066299978799,0.000859143876013615,-0.00366402795914087,0.00239686891013706,-0.00615200250688016,-0.00327599805237086,-0.00448826456699083,0.605085144795759,-3.73594678127494e-05,-0.00498967710058863,1,0.00305801070350107,-0.00325136030124098,0.00196459232413603,-0.00289038743703205,0.00053092991847158,-0.00459478280170152,0.211507475417637,-0.00250449581792591,-0.0012171077243829,0.1637791164257,0.00380554355891655,-0.0018493489024264,0.0108640090101484,-0.0104488492134594
"PRI_lep_phi",-0.00064337826492139,-0.000781276722288258,0.00218978117441121,-0.000917217047690582,-0.005456861893181,0.00105784434398124,-0.00406591720842798,-0.00140402165770466,0.00351066647085121,-0.0083992426946782,-0.00599078952467296,-0.00288831872446654,-0.0048764819557324,0.00114950707529788,0.00100580543871776,0.0021837408805757,-0.0605365916255491,-0.00101130511852743,0.00305801070350107,1,-0.00371386349934669,0.335741710542339,-0.0103100887451014,-0.00300511534565009,-0.00727213240571924,0.00667937535069678,-0.314297093545338,-0.00349922799648221,-0.00537850827746613,-0.143469385162812,-0.00721064257310336,-0.00342162422646213,0.00561472988090514
"PRI_met",-0.000387674978406291,0.0805189741632673,-0.0643605059374931,-0.18739930211383,0.781115591172473,-0.0461099008080841,0.143080527390591,-0.00182274007781708,-0.41948302889072,0.15648650191556,0.492208623554856,0.0016650061386954,0.255123968892454,-0.00194282733553145,0.144710407028188,-0.00294641893731583,0.0072609620482465,0.110544298977511,-0.00325136030124098,-0.00371386349934669,1,0.00527344881097405,0.4640114549793,0.121489801629026,0.606863627278038,0.00019025178885659,0.00221432590858955,0.296370871956841,0.00189259121667647,-0.0037501953560531,0.522829497958178,-0.133221299571183,0.0908528648438264
"PRI_met_phi",-0.00161427345668961,-0.000815728046947004,-0.0111250870822993,-0.00391309783955881,0.0058367731204654,-0.00325117601501076,0.00136289088076149,0.00242561909778248,-0.00036851635450738,-0.000940939004330738,0.00312048322459043,0.00167152357573841,0.00675879943734163,0.00229373194145938,-7.51869711014017e-05,0.00316413408307897,0.166726413654706,0.000699263817073288,0.00196459232413603,0.335741710542339,0.00527344881097405,1,-0.00209809408449252,-0.000562631493993101,0.00452095662934734,0.00797502507492854,-0.317553047646213,0.00306314363252393,-0.008108505832741,-0.130609286604453,0.00358704418893947,-0.00910792611088603,0.00990444756511961
"PRI_met_sumet",-0.000186862063648842,0.0586754302612742,-0.0166015311434468,0.0208671322471975,0.65077426243894,-0.145964174649372,0.163654993581895,0.053059390962261,-0.424337390136621,0.458993031311867,0.907906944778639,0.0584399822647075,0.113552750079403,-0.0753943280036557,0.434290673317301,-0.00534452829793254,0.00372555165182915,0.336482360053727,-0.00289038743703205,-0.0103100887451014,0.4640114549793,-0.00209809408449252,1,0.393978035000576,0.800367511033775,0.000396585725145393,0.00622841117270545,0.674429594154993,-0.00122219961431645,-0.00628910185528668,0.883274264800928,-0.130526367163581,-0.0630962634975231
"PRI_jet_num",-0.00344168739563413,0.00406375285548686,0.0497849317037484,-0.00807286804016468,0.13770359188855,-0.17962628271925,-0.077328724336393,0.127990887505985,-0.11301141802398,0.602181284933833,0.399454950580532,0.0541713267405462,-0.0104215696403776,-0.136536719899959,0.034800537961182,-0.000864751055763395,-0.00492474253903647,0.0820241422847028,0.00053092991847158,-0.00300511534565009,0.121489801629026,-0.000562631493993101,0.393978035000576,1,0.167511323255946,-0.00368587262826126,0.00204038385957217,0.281831713106964,0.00186980629470478,-0.00612662493817059,0.44899640509813,-0.0502984882237199,-0.195752261089596
"PRI_jet_leading_pt",0.002636106399817,-0.00935405940991704,-0.115591551376116,-0.0942752329866878,0.749834294996744,-0.051430089132275,0.276658727636694,-0.0188048829330699,-0.484731416144488,0.194337509653938,0.880485784389282,0.0771733102013233,0.207591075302761,-0.00288727673834076,0.347779153353306,-0.00601747865880678,0.00531376868310344,0.30937396052357,-0.00459478280170152,-0.00727213240571924,0.606863627278038,0.00452095662934734,0.800367511033775,0.167511323255946,1,0.0036822610610325,0.00382722416402235,0.566903832463388,-0.00221803234927404,-0.00291163587804106,0.881215725245927,-0.157221313066589,0.0230296635912385
"PRI_jet_leading_eta",0.0112503738189393,0.00662355457369432,0.001149284233123,0.0071998592290669,0.00445250233986001,-0.00139704535975227,0.000135986613777548,-0.00408043288681907,0.000998401818455565,-0.00911998487877456,0.00320482674030558,-0.000401804780420673,0.00644943451525089,0.00158366715090806,0.00423335195171929,0.190352250896576,0.00690051129223785,0.00331048483999323,0.211507475417637,0.00667937535069678,0.00019025178885659,0.00797502507492854,0.000396585725145393,-0.00368587262826126,0.0036822610610325,1,-0.0103525326603582,0.00274297169983236,-0.246820431401272,-3.30067354759951e-05,0.00181348998263681,-0.000283635831070902,0.00497334115305248
"PRI_jet_leading_phi",0.00440847547398361,0.00237649411702235,0.00261824214876171,0.000518334660697657,0.00263613250348928,-0.00158721057312837,0.000656090507542224,-0.00297115140565785,0.00235680195181435,0.00455972939202049,0.00357467792397182,0.000974577064377149,0.00381947673909168,-0.00057605626023487,0.00259383978097494,-0.00149691262021694,-0.220155579734292,0.00145202052537319,-0.00250449581792591,-0.314297093545338,0.00221432590858955,-0.317553047646213,0.00622841117270545,0.00204038385957217,0.00382722416402235,-0.0103525326603582,1,0.00135631502030447,0.00242800244854019,-0.0567904147053355,0.00320163541684653,0.000441517960743743,0.00354615608739187
"PRI_jet_subleading_pt",-0.000405769083796723,-0.0161144357534808,-0.0382401951894039,-0.0553527464802598,0.357043518313314,-0.0973439633474604,0.229003131884195,0.00920537342887322,-0.24363441674471,0.330963526188711,0.729512023428711,0.0457255226815804,0.0825904384464522,-0.032130877871209,0.149397093178211,-0.00378987165417439,0.00402004965462249,0.150411237765217,-0.0012171077243829,-0.00349922799648221,0.296370871956841,0.00306314363252393,0.674429594154993,0.281831713106964,0.566903832463388,0.00274297169983236,0.00135631502030447,1,-0.000230694286334866,-0.010805570205695,0.796301032729197,-0.104243237663809,-0.0321944911912194
"PRI_jet_subleading_eta",-0.00407858677394751,0.00497938660700792,0.000259801736801396,0.00472635480009416,-3.07505452821626e-06,-0.00393307533035801,-0.00344942770727234,-0.00321806929952424,0.00317719835678145,-0.000433481465589166,-0.0014569167612259,0.00390030705379642,-0.003289590646422,0.00214616591489224,-0.00180185632949334,0.155719209775868,0.00182066568065028,0.00173092988187846,0.1637791164257,-0.00537850827746613,0.00189259121667647,-0.008108505832741,-0.00122219961431645,0.00186980629470478,-0.00221803234927404,-0.246820431401272,0.00242800244854019,-0.000230694286334866,1,0.00438453952471815,-0.00171839605804146,0.0013209339996311,0.001127102194231
"PRI_jet_subleading_phi",0.00388368443898025,-0.00191386676340418,0.00418452605485524,-0.00277783071146386,-0.00693637640992761,0.000938115051915072,-0.00172427397622071,0.00250066025486057,0.00649428883928134,-0.00537646013923145,-0.00726214537020925,0.00417064584764008,-0.013360267958384,-0.00290849910239262,-0.00746556611947072,0.00143161704641392,-0.107229235742315,0.00059781826320968,0.00380554355891655,-0.143469385162812,-0.0037501953560531,-0.130609286604453,-0.00628910185528668,-0.00612662493817059,-0.00291163587804106,-3.30067354759951e-05,-0.0567904147053355,-0.010805570205695,0.00438453952471815,1,-0.00684575475811053,0.0066649209324036,-0.00731754670931476
"PRI_jet_all_pt",-0.000205227641560565,-0.0109203667137724,-0.0690868927720146,-0.0805669733544417,0.638244646056486,-0.117166018225284,0.233043954874625,0.0262019664799283,-0.422458648591346,0.459996360778779,0.956422050754809,0.0815113172736104,0.153462493199243,-0.0533660923583768,0.282715657714752,-0.00556532673091052,0.0047175769016897,0.27311238758898,-0.0018493489024264,-0.00721064257310336,0.522829497958178,0.00358704418893947,0.883274264800928,0.44899640509813,0.881215725245927,0.00181348998263681,0.00320163541684653,0.796301032729197,-0.00171839605804146,-0.00684575475811053,1,-0.14705056700215,-0.0538837329560628
"Weight",-0.00198190032393931,0.165824884907916,0.347420707139041,0.238975043007334,-0.200072191076189,-0.282765403989686,-0.274672793539607,0.248577383229532,0.221993596085207,-0.0203581599616133,-0.139151893580919,0.234391979696513,-0.2950272758081,-0.248534468442569,-0.18184141194474,0.00767716491241228,0.00402369059675219,0.111148424328939,0.0108640090101484,-0.00342162422646213,-0.133221299571183,-0.00910792611088603,-0.130526367163581,-0.0502984882237199,-0.157221313066589,-0.000283635831070902,0.000441517960743743,-0.104243237663809,0.0013209339996311,0.0066649209324036,-0.14705056700215,1,-0.554910699079712
"Signal",0.00299369765008433,0.0180189255512233,-0.23834300602841,-0.0320272720555837,0.135236818309851,0.321999461825866,0.307144400740171,-0.288240711992175,-0.0227170346694221,-0.19649420264827,-0.020383035367643,-0.145742669984177,0.226196635576667,0.308076247103999,0.153046694653525,-0.0107904836694546,-0.00200326740636637,-0.04726620384871,-0.0104488492134594,0.00561472988090514,0.0908528648438264,0.00990444756511961,-0.0630962634975231,-0.195752261089596,0.0230296635912385,0.00497334115305248,0.00354615608739187,-0.0321944911912194,0.001127102194231,-0.00731754670931476,-0.0538837329560628,-0.554910699079712,1
